imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9256860,TEXAS STAR,Oil tanker,2019.0,EIV (5.86 gCO₂/t·nm),MONROVIA,MONROVIA,,29/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,1652.3,,5184.07,0.0,2843.59,2198.39,142.09,,,,1329.49,129.44,1.6,,,,,406.12,5.02,,,,,,1329.49,,,,,,,,,,,,,,,,
9256872,VASSOS,Bulk carrier,2019.0,EIV (3.83 gCO₂/t·nm),Limassol,Limassol,,23/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,1881.44,,5877.87,0.0,415.0,5388.0,74.0,,,,1675.8,114.72,1.9,,,,,358.38,5.93,,,,,,1675.8,,,,,,,,,,,,,,,,
9257046,AFRICAN EAGLE,Bulk carrier,2019.0,EIV,Nassau,,,30/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,757.75,704.25,2372.61,678.0,1130.56,494.03,70.02,,,2202.9,874.5,70.55,3.94,,,,,220.89,12.33,,,,,,874.5,,,72.03,3.66,,,,,225.31,11.45,,,,,,
9257058,AFRICAN FALCON,Bulk carrier,2019.0,EIV (6.4 gCO₂/t·nm),Nassau,,,29/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,961.48,878.94,3019.57,1150.75,342.23,1328.65,68.09,,,2754.94,1153.9,80.04,4.1,,,,,251.36,12.88,,,,,,1153.9,,,78.85,3.75,,,,,247.15,11.75,,,,,,
9257395,MAROLA,Gas carrier,2019.0,EIV (9 gCO₂/t·nm),Genova,Genova,,16/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,1299.94,,4074.44,881.08,1549.49,1454.24,189.63,,,,648.29,126.58,9.29,,,,,396.73,29.12,,,,,,648.29,,,,,,,,,,,,,,,,
9257711,PRO JADE,Oil tanker,2019.0,EIV (6.74 gCO₂/t·nm),Panama,,,06/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1440.73,,4550.17,1136.69,1322.49,1647.39,443.61,,,,1542.75,110.27,4.57,,,,,348.27,14.44,,,,,,1542.75,,,,,,,,,,,,,,,,
9257981,HALIT YILDIRIM,Bulk carrier,2019.0,EIV (7.59 gCO₂/t·nm),MAJURO,,,20/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,363.08,,1142.12,74.12,1017.18,0.0,50.82,,,,474.8,70.15,3.0,,,,,220.66,9.44,,,,,,474.8,,,,,,,,,,,,,,,,
9258026,SEA HORIZON,Oil tanker,2019.0,EIV (5.99 gCO₂/t·nm),,,,29/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,5139.01,,16138.94,227.72,6876.46,8057.6,977.16,,,,3796.87,110.35,4.07,,,,,346.54,12.77,,,,,,3796.87,,,,,,,,,,,,,,,,
9258337,ANTA,Bulk carrier,2019.0,EIV (5.7 gCO₂/t·nm),Monrovia,,,26/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
9258349,NEW ISLAND,Bulk carrier,2019.0,EIV (5.17 gCO₂/t·nm),VALLETTA,,,30/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,1644.34,,5126.13,1341.83,2147.17,1425.22,211.91,,,,1948.9,74.16,3.69,,,,,231.2,11.5,,,,,,1948.9,,,,,,,,,,,,,,,,
9258595,STENA CONCERT,Chemical tanker,2019.0,EIV (11.84 gCO₂/t·nm),,,,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,200.5,,625.97,0.0,389.17,143.06,93.73,,,,106.3,143.21,21.72,,,,,447.12,67.8,,,,,,106.3,,,,,,,,,,,,,,,,
9258600,AGNES VICTORY,Oil tanker,2019.0,EIV (5.9 gCO₂/t·nm),Bergen,,,28/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2785.86,,8726.81,2626.7,1690.82,4312.8,96.5,,,,3248.97,94.07,2.96,,,,,294.67,9.28,,,,,,3248.97,,,,,,,,,,,,,,,,
9258612,THELMA VICTORY,Chemical tanker,2019.0,EIV (6.5 gCO₂/t·nm),Bergen,,,22/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,3609.24,,11372.03,2321.47,4452.52,4079.32,518.73,,,,3205.3,109.29,2.96,,,,,344.36,9.33,,,,,,3205.3,,,,,,,,,,,,,,,,
9258674,SEA FAITH,Oil tanker,2019.0,EIV (5.7 gCO₂/t·nm),Majuro,,,21/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,2013.0,,12753.0,473.65,1904.33,3117.0,880.82,,,,1284.0,134.07,4.93,,,,,849.41,31.26,,,,,,1284.0,,,,,,,,,,,,,,,,
9258868,STAR SWIFT,Oil tanker,2019.0,EIV (4.1 gCO₂/t·nm),Majuro,,,19/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,3971.41,,12502.52,1772.15,2499.63,4621.52,3609.22,,,,2231.3,237.33,3.32,,,,,747.13,10.44,,,,,,2231.3,,,,,,,,,,,,,,,,
9258985,ONEGO RIO,General cargo ship,2019.0,EIV (14 gCO₂/t·nm),Rotterdam,,,15/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,,,1730.09,,5448.92,735.06,1677.86,2891.47,144.53,,,,3888.54,47.31,,,7.1,,,149.0,,,22.36,,,,3888.54,,,,,,,,,,,,,,,,
9259276,MADRID SPIRIT,LNG carrier,2019.0,EIV (12.24 gCO₂/t·nm),Santa Cruz de Tenerife,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,19431.27,,55262.35,0.0,25522.7,29207.88,531.76,,,,4047.18,344.06,,5.0,,,,978.5,,14.23,,,,,4047.18,,,,,,,,,,,,,,,,
9259290,ELKA DELOS,Chemical tanker,2019.0,EIV (6.61 gCO₂/t·nm),Piraeus,,,15/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,2115.02,,6638.16,548.15,3887.42,1859.78,342.82,,,,1653.1,133.77,6.05,,,,,419.85,18.98,,,,,,1653.1,,,,,,,,,,,,,,,,
9259317,FEDOR,Oil tanker,2019.0,EEDI (4.72 gCO₂/t·nm),Majuro,,,03/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,1694.12,,5331.47,438.9,1474.2,2586.35,832.01,,,,988.5,149.23,2.75,,,,,469.63,8.65,,,,,,988.5,,,,,,,,,,,,,,,,
9259496,MAGNOLIA SEAWAYS,Ro-ro ship,2019.0,EIV (11.7 gCO₂/t·nm),København,,,27/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,13675.69,,42602.77,41668.76,0.0,0.0,934.05,,,,5820.15,143.02,29.94,,,,,445.52,93.26,,,,,,5820.15,,,,,,,,,,,,,,,,
9259501,PETUNIA SEAWAYS,Ro-ro ship,2019.0,EIV (11.63 gCO₂/t·nm),København,,,27/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,13843.01,,43112.7,41875.0,0.0,0.0,1237.69,,,,5937.42,135.52,28.75,,,,,422.07,89.53,,,,,,5937.42,,,,,,,,,,,,,,,,
9259513,PRIMULA SEAWAYS,Ro-ro ship,2019.0,EIV (9.26 gCO₂/t·nm),København,,,27/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,17208.59,,53678.16,51720.9,0.0,0.0,1957.23,,,,6206.12,156.73,28.99,,,,,488.87,90.43,,,,,,6206.12,,,,,,,,,,,,,,,,
9259680,SANTA CRUZ I,Oil tanker,2019.0,EIV (4.48 gCO₂/t·nm),Monrovia,,,29/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,5650.3,,17660.2,1201.42,7453.64,6276.75,2728.41,,,,3937.0,184.09,5.37,,,,,575.38,16.78,,,,,,3937.0,,,,,,,,,,,,,,,,
9259707,MARIANNA V.V.,Oil tanker,2019.0,EIV (4.48 gCO₂/t·nm),Monrovia,,,29/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,6827.6,,21355.63,120.57,8426.6,9945.23,2863.21,,,,3759.0,162.81,4.8,,,,,509.26,15.01,,,,,,3759.0,,,,,,,,,,,,,,,,
9259733,DA YUAN HU,Oil tanker,2019.0,EIV (3.32 gCO₂/t·nm),DALIAN,,,28/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,324.53,,1020.79,144.7,528.8,0.0,347.29,,,,119.52,230.0,25.58,,,,,723.45,80.47,,,,,,119.52,,,,,,,,,,,,,,,,
9259745,DA LI HU,Oil tanker,2019.0,EIV (3.31 gCO₂/t·nm),DALIAN,,,28/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,2400.24,,7534.98,0.0,2632.38,4448.92,453.68,,,,1351.85,192.45,2.12,,,,,604.15,6.65,,,,,,1351.85,,,,,,,,,,,,,,,,
9259836,CMA CGM TANGER,Container ship,2019.0,EIV (24.19 gCO₂/t·nm),Casablanca,,,10/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,1886.9,1789.9,5926.07,240.13,2206.28,3168.81,310.84,,,5615.23,2338.87,100.03,12.96,,,,,314.16,40.7,,,,,,2338.87,,,94.89,12.29,,,,,297.68,38.57,,,,,,
9259898,PINK CORAL,Chemical tanker,2019.0,EIV (6.13 gCO₂/t·nm),,,,23/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,Yes,,3535.9,,11057.79,2451.4,3394.3,2917.7,2294.2,,,,5376.8,148.09,9.19,,,,,463.13,28.75,,,,,,5376.8,,,,,,,,,,,,,,,,
9259915,AZAHAR,Chemical tanker,2019.0,EIV (7.26 gCO₂/t·nm),Valletta,,,17/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,3689.33,,11578.9,981.95,4283.25,5639.3,674.4,,,,4114.6,108.59,4.84,,,,,340.81,15.18,,,,,,4114.6,,,,,,,,,,,,,,,,
9259927,FRESIA,Oil tanker,2019.0,EIV (8.3 gCO₂/t·nm),VALLETTA,,,15/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,3834.66,,12023.8,4571.43,2885.58,2857.79,1709.01,,,,5346.4,125.43,7.86,,,,,393.28,24.64,,,,,,5346.4,,,,,,,,,,,,,,,,
9259991,BALTIC WAVE,Chemical tanker,2019.0,EIV (6.43 gCO₂/t·nm),Valletta,Valletta,IB,27/04/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,,Yes,,,4070.11,,12915.93,7393.64,1542.89,1756.53,2222.89,,,,5484.67,131.96,8.34,,,,,418.75,26.45,,,,,,5484.67,,,,,,,,,,,,,,,,
9260005,SEAMERCURY,Oil tanker,2019.0,EIV (8.17 gCO₂/t·nm),VALLETTA,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,Yes,,5077.82,,15915.08,3034.92,4639.23,5650.91,2311.31,,,,4816.29,121.22,6.08,,,,,379.92,19.05,,,,,,4816.29,,,,,,,,,,,,,,,,
9260017,BALTIC COMMODORE,Chemical tanker,2019.0,EIV (6.37 gCO₂/t·nm),Monrovia,Monrovia,IB,28/04/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,,Yes,,,4257.84,,13417.58,3825.03,4805.44,3306.27,1480.82,,,,6863.9,121.81,7.41,,,,,383.84,23.35,,,,,,6863.9,,,,,,,,,,,,,,,,
9260079,PIONEER,Oil tanker,2019.0,EIV (6.56 gCO₂/t·nm),Majuro,Majuro,,16/03/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,1369.6,788.0,4280.2,128.74,1684.66,1785.15,681.65,,,2467.38,2157.9,108.35,6.67,,,,,338.6,20.84,,,,,,2157.9,,,125.45,3.84,,,,,392.82,12.01,,,,,,
9260081,MOUNT OLYMPUS,Oil tanker,2019.0,EIV (6.56 gCO₂/t·nm),Majuro,Majuro,,16/03/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,,,74.2,15.1,232.45,0.0,184.04,0.0,48.41,,,48.41,85.0,103.43,,,,,,324.01,,,,,,,85.0,,,,,,,,,,,,,,,,
9260146,PLATAMON,Bulk carrier,2019.0,EIV (7.01 gCO₂/t·nm),Monrovia,,,24/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,531.15,,1656.8,0.0,316.59,1258.79,81.43,,,,538.55,98.56,4.0,,,,,307.42,12.49,,,,,,538.55,,,,,,,,,,,,,,,,
9260263,SW JULIA I,Oil tanker,2019.0,EIV (7.84 gCO₂/t·nm),,,,21/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,1248.85,,3923.59,929.0,1470.0,866.0,659.0,,,,1469.8,126.77,5.41,,,,,398.29,16.99,,,,,,1469.8,,,,,,,,,,,,,,,,
9260275,SW MONACO I,Chemical tanker,2019.0,EIV (7.83 gCO₂/t·nm),,,,21/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,3166.1,,9925.51,607.0,3268.0,3220.0,2831.0,,,,3968.8,203.32,7.09,,,,,637.39,22.23,,,,,,3968.8,,,,,,,,,,,,,,,,
9260366,TAMARA,Gas carrier,2019.0,EIV (17.75 gCO₂/t·nm),Panama,Not Applicable,,14/02/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,1432.05,955.21,4499.61,593.31,1999.36,1687.68,219.26,,,2995.77,5005.36,46.99,20.68,,,,,147.64,64.97,,,,,,5005.36,,,45.77,13.79,,,,,143.55,43.26,,,,,,
9260378,ABB LYDIA,General cargo ship,2019.0,EIV (16.05 gCO₂/t·nm),Panama,,IA,17/03/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1666.31,,5209.3,843.45,2235.1,2048.87,81.88,,,,2278.7,57.89,,,9.64,,,180.99,,,30.14,,,0.0,2278.7,0.0,,,,,,,,,,,,,,,
9260641,NEW LEONIDAS,Bulk carrier,2019.0,EIV (3.18 gCO₂/t·nm),Monrovia,,,27/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,2101.09,,6586.46,736.0,3012.0,2702.0,137.0,,,,1984.5,179.81,1.63,,,,,563.67,5.1,,,,,,1984.5,,,,,,,,,,,,,,,,
9260835,SCOT BREMEN,Chemical tanker,2019.0,EIV (15.5 gCO₂/t·nm),Valletta,,,22/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,3396.65,,10627.33,0.0,4702.25,5568.57,356.51,,,,5894.82,51.21,14.37,,,,,160.23,44.96,,,,,,5894.82,,,,,,,,,,,,,,,,
9260847,SCOT LEIPZIG,Chemical tanker,2019.0,EIV (15.46 gCO₂/t·nm),Valletta,,,22/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,4166.29,,13101.63,1506.14,5874.55,5274.38,446.56,,,,6294.29,100.64,19.17,,,,,316.47,60.27,,,,,,6294.29,,,,,,,,,,,,,,,,
9260914,VENETIKO,Container ship,2019.0,EIV (15.87 gCO₂/t·nm),Monrovia,,,19/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,13122.97,,40908.17,4237.22,20111.83,14041.24,2517.87,,,,4242.9,205.78,4.92,,,,,641.46,15.34,,,,,,4242.9,,,,,,,,,,,,,,,,
9261011,DEM FIVE,General cargo ship,2019.0,EIV (7.08 gCO₂/t·nm),Majuro,,,23/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,2308.23,,7265.92,1230.0,3868.0,1465.0,941.98,,,,4385.0,77.01,4192627.31,,4192627.31,,,242.42,13197684.29,,13197684.29,,,,4385.0,,,,,,,,,,,,,,,,
9261023,BINNUR C,Bulk carrier,2019.0,EIV (7.64 gCO₂/t·nm),MAJURO,,,20/04/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,Yes,,,,1992.94,,6246.52,845.71,2258.98,2975.28,166.55,,,,1860.25,82.16,4.46,,,,,257.51,13.97,,,,,,1860.25,,,,,,,,,,,,,,,,
9261035,PALAU,Bulk carrier,2019.0,EIV (6.14 gCO₂/t·nm),George Town,,,30/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,1745.0,,5477.91,884.0,2367.0,1846.0,381.0,,,,1918.0,82.09,4.5,,,,,257.69,14.13,,,,,,1918.0,,,,,,,,,,,,,,,,
9261085,HELVETIA,General cargo ship,2019.0,EIV (25.14 gCO₂/t·nm),SAINT-JOHN'S,,IA,20/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,1461.8,,4575.68,1070.3,1143.0,2058.8,303.5,,,,1855.0,57.84,28.93,,11.41,,,181.04,90.56,,35.72,,,,1855.0,,,,,,,,,,,,,,,,
9261102,STEN IDUN,Oil tanker,2019.0,EIV (14.48 gCO₂/t·nm),Gibraltar,,IA,22/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2889.52,,9240.93,3541.06,2159.78,2230.12,1309.97,,,,5758.66,63.87,8.69,,,,,204.28,27.79,,,,,0.0,5758.66,0.0,,,,,,,,,,,,,,,
9261114,STENHEIM,Oil tanker,2019.0,EIV (14.48 gCO₂/t·nm),Gibraltar,,IA,13/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,4154.08,,13084.01,11874.89,0.0,0.0,1209.12,,,,6810.67,62.93,8.57,,,,,198.2,26.99,,,,,0.0,6810.67,0.0,,,,,,,,,,,,,,,
9261401,BALTIC WIND,Chemical tanker,2019.0,EIV (6.39 gCO₂/t·nm),Valletta,Valletta,IB,27/04/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,,Yes,,,4796.34,,15263.8,1665.48,5553.62,6245.74,1798.94,,,,6582.31,90.48,5.54,,,,,287.93,17.62,,,,,,6582.31,,,,,,,,,,,,,,,,
9261516,GIOVANNI DP,Chemical tanker,2019.0,EIV (16 gCO₂/t·nm),Valletta,,,13/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,2432.1,,7651.42,2459.4,934.24,2614.11,1643.67,,,,3958.43,85.12,9.4,,,,,267.8,29.58,,,,,,3958.43,,,,,,,,,,,,,,,,
9261542,SICILIA,Ro-pax ship,2019.0,EIV (18.5 gCO₂/t·nm),Limassol,,,15/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,16777.5,,52492.46,46790.99,12873.0,125.45,2984.31,5618.32,43889.84,,5477.93,175.98,,,,2200.22,2200.23,550.6,,,,6873.93,6873.96,,5477.93,,,,,,,,,,,,,,,,
9261554,CATANIA,Ro-pax ship,2019.0,EIV (20.14 gCO₂/t·nm),Palermo,,,30/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,14531.2,,45739.67,12451.58,14875.93,16992.57,1419.42,26071.66,19668.01,,4814.8,159.25,,,,259.29,37.04,501.28,,,,816.16,116.58,,4814.8,,,,,,,,,,,,,,,,
