imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9261619,SEA LUCK III,Oil tanker,2019.0,EIV (3.51 gCO₂/t·nm),Valletta,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,1401.38,,4364.32,0.0,3625.52,727.58,11.22,,,,1182.7,177.17,2.29,,,,,551.75,7.13,,,,,,1182.7,,,,,,,,,,,,,,,,
9261657,SHANDONG ZIHE,Chemical tanker,2019.0,EIV (6.96 gCO₂/t·nm),"Hong Kong, China",,,29/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,1404.6,796.0,4416.5,821.44,352.88,2852.97,389.21,,,2499.47,1764.6,124.9,6.82,,,,,392.73,21.44,,,,,,1764.6,,,118.46,3.86,,,,,371.98,12.13,,,,,,
9261750,MARSDEN POINT,Bulk carrier,2019.0,EIV (6.62 gCO₂/t·nm),"Hong Kong, China","Hong Kong, China",,22/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,162.22,,508.59,0.0,164.88,316.14,27.57,,,,254.05,62.58,13.34,,,,,196.22,41.82,,,,,,254.05,,,,,,,,,,,,,,,,
9261889,CMA CGM FORT ST LOUIS,Container ship,2019.0,EIV (24.35 gCO₂/t·nm),Marseille,,,05/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,11510.8,11066.2,36021.96,4852.96,10877.18,18888.06,1403.76,,,34618.2,5865.38,138.72,8.79,,,,,434.11,27.52,,,,,,5865.38,,,133.36,8.46,,,,,417.2,26.45,,,,,,
9261891,CMA CGM FORT ST PIERRE,Container ship,2019.0,EIV (24.35 gCO₂/t·nm),Valletta,,,08/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,8376.42,,26222.08,24526.08,327.94,73.35,1277.41,,,,3014.77,169.07,11.02,,,,,529.27,34.5,,,,,,3014.77,,,,,,,,,,,,,,,,
9261906,CMA CGM FORT STE MARIE,Container ship,2019.0,EIV (24.35 gCO₂/t·nm),VALLETTA,,,07/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,12475.58,,39054.86,9996.77,9684.52,18277.76,1095.79,,,,5650.17,157.44,12.48,,,,,492.88,39.06,,,,,,5650.17,,,,,,,,,,,,,,,,
9261918,CMA CGM FORT ST.GEORGES,Container ship,2019.0,EIV (24.35 gCO₂/t·nm),VALLETTA,,,07/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,5532.8,,17328.31,1873.91,6505.85,8401.92,546.63,,,,2473.47,145.12,10.21,,,,,454.51,31.97,,,,,,2473.47,,,,,,,,,,,,,,,,
9261970,TAMARACK,Bulk carrier,2019.0,EIV (5.41 gCO₂/t·nm),Monrovia,,,10/02/2020,30/06/2021,,ICS Verification Services Single Member P.C.,Hellenic Accreditation System (ESYD),"55 Filonos Str.
185 35 Piraeus, Greece",Piraeus,1101,Greece,Yes,,,,1267.16,,3976.99,123.78,2593.04,1203.84,56.35,,,,1185.48,94.42,2.2,,,,,296.33,6.89,,,,,,1185.48,,,,,,,,,,,,,,,,
9262089,BEGONIA SEAWAYS,Ro-ro ship,2019.0,EIV (9 gCO₂/t·nm),Copenhagen,,,27/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,,Yes,,15194.66,,47398.54,45905.18,0.0,0.0,1493.36,,,,5777.82,148.62,25.55,,,,,463.6,79.7,,,,,,5777.82,,,,,,,,,,,,,,,,
9262091,TORM CAROLINE,Oil tanker,2019.0,EIV (5.84 gCO₂/t·nm),,,,08/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
9262168,FOLEGANDROS I,Oil tanker,2019.0,EIV (2.62 gCO₂/t·nm),MONROVIA,,,25/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,1180.34,,3712.21,0.0,3226.41,0.0,485.82,,,,390.2,253.95,,,,,,798.67,,,,,,,390.2,,,,,,,,,,,,,,,,
9262259,DUKE,Chemical tanker,2019.0,EIV (11.04 gCO₂/t·nm),Majuro,,,19/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,1553.67,,4868.45,601.47,2239.99,1696.27,330.73,,,,2074.56,81.44,9.0,,,,,255.2,28.19,,,,,,2074.56,,,,,,,,,,,,,,,,
9262534,POCHARD S,Bulk carrier,2019.0,EIV (6.68 gCO₂/t·nm),MONROVIA,,IC,14/05/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,364.7,,1140.45,0.0,740.39,371.21,28.85,,,,588.5,75.21,4.88,,,,,235.19,15.26,,,,,,588.5,,,,,,,,,,,,,,,,
9262546,CALEDONIA,General cargo ship,2019.0,EIV (7.1 gCO₂/t·nm),Valetta,,,24/04/2020,30/06/2021,,EnvService GmbH,Deutsche Akkreditierungsstelle GmbH,Buchenring 14,21272 Egestorf,D-VS-20809-01-00,Germany,,Yes,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
9262560,DIAMOND LAND,General cargo ship,2019.0,EIV (8.49 gCO₂/t·nm),Valletta,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,1190.96,,3724.19,751.72,2299.86,636.77,35.84,,,,1571.0,102.41,,,4.08,,,320.25,,,12.75,,,,1571.0,,,,,,,,,,,,,,,,
9262637,LUCKY SEA,Bulk carrier,2019.0,EIV (5.27 gCO₂/t·nm),Monrovia,Monrovia,,28/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1168.09,,3650.52,21.36,764.64,2597.11,267.41,,,,1769.58,104.67,3.99,,,,,327.11,12.47,,,,,,1769.58,,,,,,,,,,,,,,,,
9262704,MSC AQUARIUS,Container ship,2019.0,EIV (13.7 gCO₂/t·nm),,,,26/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
9262754,IWATESAN,Oil tanker,2019.0,EIV (2.95 gCO₂/t·nm),PANAMA,,,11/05/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,1963.0,,6150.7,0.0,3198.68,2644.88,307.13,,,,676.74,232.89,3.16,,,,,729.71,9.92,,,,,,676.74,,,,,,,,,,,,,,,,
9262900,MINERVA LYDIA,Oil tanker,2019.0,EIV (5.71 gCO₂/t·nm),Valletta,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,3199.35,,10031.62,0.0,5231.3,3550.9,1249.2,,,,4227.9,124.81,5.07,,,,,391.34,15.91,,,,,,4227.9,,,,,,,,,,,,,,,,
9262912,UNDINE,Oil tanker,2019.0,EIV (6.29 gCO₂/t·nm),Majuro,,,27/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,2191.81,,6868.4,1891.94,1738.75,1317.16,1240.41,,,,2352.0,107.75,6.92,,,,,337.66,21.68,,,,,,2352.0,,,,,,,,,,,,,,,,
9262924,GUNESHLI,Oil tanker,2019.0,EIV (4.29 gCO₂/t·nm),Valetta,Malta,,30/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,,,6255.76,2969.9,19568.21,871.34,7139.23,8388.63,3169.01,,,9259.97,6515.68,131.01,2.99,,,,,409.79,9.36,,,,,,6515.68,,,118.21,1.42,,,,,368.56,4.43,,,,,,
9263069,MORNINGSTAR,Bulk carrier,2019.0,EIV (6 gCO₂/t·nm),Hong Kong,,,23/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,948.1,,2959.99,230.32,0.0,2626.8,102.85,,,,972.7,97.72,2.48,,,,,305.1,7.75,,,,,,972.7,,,,,,,,,,,,,,,,
9263112,ELLA,Bulk carrier,2019.0,EIV (4.93 gCO₂/t·nm),Majuro,,,02/06/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,,Yes,,,1408.0,,4424.9,108.0,1470.0,2671.0,175.0,,,,1710.0,90.14,2.47,,,,,283.27,7.76,,,,,,1710.0,,,,,,,,,,,,,,,,
9263136,CHEMBULK KOBE,Chemical tanker,2019.0,EIV (10.66 gCO₂/t·nm),Majuro,,,24/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,,,1271.63,,4014.72,911.62,832.06,1360.83,912.23,,,,1228.1,87.14,5.66,,,,,275.13,17.86,,,,,,1228.1,,,,,,,,,,,,,,,,
9263174,MOUNT MCKINNEY,Oil tanker,2019.0,EIV (6.56 gCO₂/t·nm),MAJURO,MAJURO,,16/03/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,Yes,,1831.0,1005.3,5719.37,218.31,2730.4,2123.46,565.9,,,3143.78,2952.5,90.18,5.93,,,,,281.69,18.52,,,,,,2952.5,,,90.93,3.26,,,,,284.35,10.18,,,,,,
9263186,HAFNIA RAINIER,Chemical tanker,2019.0,EIV (6.56 gCO₂/t·nm),Singapore,Singapore,,04/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,3473.07,,10915.83,518.4,2900.98,5867.27,1629.19,,,,4199.5,99.32,4.52,,,,,312.15,14.21,,,,,,4199.5,,,,,,,,,,,,,,,,
9263198,HAFNIA ROBSON,Chemical tanker,2019.0,EIV (6.56 gCO₂/t·nm),Singapore,Singapore,,04/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1166.04,,3646.29,1152.57,1181.02,913.42,399.28,,,,1600.68,83.75,5.52,,,,,261.89,17.26,,,,,,1600.68,,,,,,,,,,,,,,,,
9263203,HAFNIA ADAMELLO,Chemical tanker,2019.0,EIV (6.57 gCO₂/t·nm),Singapore,Singapore,,04/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1220.07,,3828.13,970.22,954.53,1079.78,642.02,,,,1768.2,111.92,7.62,,,,,351.15,23.92,,,,,,1768.2,,,,,,,,,,,,,,,,
9263370,CIUDAD DE IBIZA,Ro-pax ship,2019.0,Not Applicable,SANTA CRUZ DE TENERIFE,,,18/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,10457.38,,32650.78,37977.03,0.0,0.0,7836.35,32650.78,32650.78,,4473.93,144.49,,,,20176.77,138.68,451.15,,,,62997.37,433.01,,4473.93,,,,,,,,,,,,,,,,
9263382,FURE FLADEN,Oil tanker,2019.0,EIV (26.48 gCO₂/t·nm),Nolsoy,Nolsoy,IA,29/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,Yes,,2657.03,,8399.72,5696.23,334.79,435.86,1932.83,,,,5892.55,71.69,8.38,,,,,226.64,26.48,,,,,,5892.55,,,,,,,,,,,,,,,,
9263655,ATHARA,Ro-pax ship,2019.0,EIV (12.84 gCO₂/t·nm),Cagliari,,,30/04/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,14970.0,,46768.56,40841.0,0.0,0.0,5926.0,31568.0,11221.92,,3862.0,224.96,,,,0.94,0.11,702.82,,,,2.91,0.36,,3862.0,,,,,,,,,,,,,,,,
9263693,TORM CAMILLA,Oil tanker,2019.0,EIV (6.03 gCO₂/t·nm),,,,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,939.64,,2942.74,415.22,846.39,1518.26,124.75,,,,1040.75,85.02,5.86,,,,,266.25,18.35,,,,,,1040.75,,,,,,,,,,,,,,,,
9263708,TORM CARINA,Oil tanker,2019.0,EIV (5.87 gCO₂/t·nm),Copenhagen,Copenhagen,,29/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,831.45,,2591.5,521.91,1584.07,357.66,114.47,,,,942.07,82.37,3.03,,,,,256.74,9.45,,,,,,942.07,,,,,,,,,,,,,,,,
9263916,KIBAZ,Oil tanker,2019.0,EIV (5.58 gCO₂/t·nm),Majuro,,,19/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,1467.78,,4584.66,155.72,1456.99,2622.27,349.68,,,,1482.4,92.98,3.68,,,,,290.43,11.49,,,,,,1482.4,,,,,,,,,,,,,,,,
9263942,ASPHALT SEMINOLE,Oil tanker,2019.0,EIV (15.99 gCO₂/t·nm),Majuro,Majuro,,22/05/2020,30/06/2021,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,,Yes,,,213.61,,668.12,332.96,112.22,207.22,15.71,,,,678.7,97.19,23.47,,,,,303.99,73.41,,,,,,678.7,,,,,,,,,,,,,,,,
9264192,GAZ REDSEA,Gas carrier,2019.0,EIV (16.5 gCO₂/t·nm),Panama,Not Applicable,,13/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,1498.85,1031.78,4682.76,178.8,2322.21,1995.32,186.43,,,3219.13,4173.5,50.6,19.72,,,,,158.08,61.61,,,,,,4173.5,,,48.37,13.57,,,,,150.9,42.35,,,,,,
9264271,CAPE BRADLEY,Chemical tanker,2019.0,EEDI (6.54 gCO₂/t·nm),Majuro,,,16/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,2888.15,,9061.86,2409.46,2084.67,2341.24,2226.49,,,,2304.88,125.94,6.51,,,,,395.14,20.42,,,,,,2304.88,,,,,,,,,,,,,,,,
9264283,CAPE BACTON,Chemical tanker,2019.0,EEDI (6.65 gCO₂/t·nm),Majuro,,,13/08/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,3495.38,,10969.95,1450.67,3336.15,4812.1,1371.03,,,,2907.09,121.62,6.19,,,,,381.68,19.44,,,,,,2907.09,,,,,,,,,,,,,,,,
9264465,MTM FAIRFIELD,Chemical tanker,2019.0,EIV (11.62 gCO₂/t·nm),Singapore,Singapore,,23/06/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,Yes,,Yes,,1856.85,1424.23,5868.15,2039.92,169.47,3210.62,448.14,,,4493.83,1958.2,95.77,7.22,,,,,302.65,22.83,,,,,,1958.2,,,92.29,5.54,,,,,291.2,17.48,,,,,,
9264570,PORTMAN SQUARE,Oil tanker,2019.0,EIV (3.64 gCO₂/t·nm),Monrovia,Monrovia,,30/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,Yes,,2595.23,,8142.89,0.0,2236.4,4678.92,1227.56,,,,1591.43,150.74,0.79,,,,,472.97,2.47,,,,,,1591.43,,,,,,,,,,,,,,,,
9264714,RUMBA,Container ship,2019.0,EIV (30.54 gCO₂/t·nm),Gibraltar,,,02/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,3535.88,,11319.05,10133.94,0.0,0.0,1185.08,,,,4462.9,60.07,19.17,,,,,192.28,61.37,,,,,,4462.9,,,,,,,,,,,,,,,,
9264726,SAMSKIP ENDURANCE,Container ship,2019.0,EIV (30.62 gCO₂/t·nm),Saint John's,,,22/03/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,4541.43,,14559.82,12967.4,0.0,0.0,1592.43,,,,4992.73,67.19,27.4,,,,,215.4,87.84,,,,,,4992.73,,,,,,,,,,,,,,,,
9264740,ATLANTIS,Container ship,2019.0,EIV (29.72 gCO₂/t·nm),Saint John's,,,15/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1783.9,,5567.29,830.21,2606.64,2046.27,84.18,,,,3215.68,60.16,17.51,,,,,187.75,54.64,,,,,,3215.68,,,,,,,,,,,,,,,,
9264790,MINERAL CHINA,Bulk carrier,2019.0,EIV (3.96 gCO₂/t·nm),JEJU,JEJU,,09/06/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,2304.15,,7206.42,0.0,1378.27,5714.01,114.13,,,,1700.2,134.37,1.5,,,,,420.25,4.69,,,,,,1700.2,,,,,,,,,,,,,,,,
9265419,TASSILI II,Ro-pax ship,2019.0,EEDI (26.73 gCO₂/t·nm),Algiers,Algiers,,24/08/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,Yes,,11515.1,,36353.94,0.0,16112.73,16085.01,4156.17,32011.62,186.16,,2870.91,201.27,,,,367.97,2.45,635.44,,,,1159.48,7.72,,2870.91,,,,,,,,,,,,,,,,
9265421,EL DJAZAIR II,Ro-pax ship,2019.0,EEDI (26.73 gCO₂/t·nm),Algiers,Algiers,,01/07/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,Yes,,14221.0,,44830.45,0.0,20401.37,22312.79,2116.23,41684.91,1027.32,,3281.95,213.92,,,,427.99,11.49,674.37,,,,1349.15,36.19,,3281.95,,,,,,,,,,,,,,,,
9265500,DUKHAN,Gas carrier,2019.0,Not Applicable,Monrovia,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,Yes,Yes,,34074.66,,98875.46,2646.44,49977.5,44136.02,2115.49,,,,6722.8,359.82,10.66,,,,,1044.11,30.94,,,,,,6722.8,,,,,,,,,,,,,,,,
9265586,CMA CGM AGADIR,Container ship,2019.0,EIV (26.85 gCO₂/t·nm),Madeira,Madeira,,10/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,572.9,526.8,1794.21,0.0,724.65,923.12,146.44,,,1647.77,1065.13,96.56,13.59,,,,,302.4,42.57,,,,,,1065.13,,,88.79,12.5,,,,,277.72,39.1,,,,,,
9265598,MED TEKIRDAG,Container ship,2019.0,EIV (20.02 gCO₂/t·nm),,,,22/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,1480.79,,4618.75,64.06,2946.66,1467.13,144.75,,,,2396.04,84.57,13.06,,,,,263.78,40.74,,,,,,2396.04,,,,,,,,,,,,,,,,
9265689,BITU EXPRESS,Oil tanker,2019.0,EIV (7.46 gCO₂/t·nm),PANAMA,,,30/06/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,3263.6,,10186.55,338.08,3709.65,4761.36,1377.45,,,,2194.32,114.77,6.3,,,,,358.22,19.65,,,,,,2194.32,,,,,,,,,,,,,,,,
9265744,ATLAS VOYAGER,Oil tanker,2019.0,EIV (5.85 gCO₂/t·nm),MAJURO,MAJURO,,29/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,889.89,,2795.37,0.0,2795.37,0.0,0.0,,,,674.6,228.94,2.84,,,,,719.16,8.91,,,,,,674.6,,,,,,,,,,,,,,,,
9265756,SOPHIE SCHULTE,Oil tanker,2019.0,EIV (3.77 gCO₂/t·nm),Hong Kong,,,05/06/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,3010.64,,9444.67,798.88,3170.93,5053.56,421.3,,,,2035.9,161.99,3.14,,,,,508.19,9.85,,,,,,2035.9,,,,,,,,,,,,,,,,
