imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9702728,AGIOS NIKOLAS,Bulk carrier,2022.0,EEDI (4.23 gCO₂/t·nm),Majuro,,,05/05/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,,,,,2221.56,,6928.95,80.97,2571.46,4168.74,107.78,,,,2910.3,74.32,0.31,,,,,231.79,0.97,,,,,,2910.3,,,,,,,,,,,,,,,
9702778,ULTRA COUGAR,Bulk carrier,2022.0,EEDI (3.53 gCO₂/t·nm),Majuro,,,22/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2071.53,,6468.64,1046.36,1830.09,2873.42,718.78,,,,1612.14,107.19,1.87,,,,,334.72,5.85,,,,,,1612.14,,,,,,,,,,,,,,,
9702998,ZHE HAI 517,Bulk carrier,2022.0,EIV (5.31 gCO₂/t·nm),SHANGHAI,,,25/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
9703019,BW LEO,Gas carrier,2022.0,EEDI (5.36 gCO₂/t·nm),Douglas,,,06/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1325.88,,4133.93,0.0,1981.38,1992.26,160.3,,,,820.9,107.31,4.5,,,,,334.57,14.02,,,,,,820.9,,,,,,,,,,,,,,,
9703150,SEVEN SEAS EXPLORER,Passenger ship,2022.0,EIV (13.68 gCO₂/t·nm),Majuro,,,27/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,9108.54,,29201.98,15007.29,5354.34,6145.9,2694.45,,,,3596.52,239.97,,,,459.61,,769.35,,,,1473.52,,,3596.52,,,,,,,,,,,,,,,
9703239,MARAN VENTURE,Bulk carrier,2022.0,EEDI (2.53 gCO₂/t·nm),Piraeus,,,10/03/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,1552.17,,4844.53,0.0,2340.72,2119.33,384.49,,,,932.0,148.76,2.24,,,,,464.3,6.99,,,,,,932.0,,,,,,,,,,,,,,,
9703241,MARAN EXCELLENCE,Bulk carrier,2022.0,EEDI (2.44 gCO₂/t·nm),Valletta,,,10/03/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,1453.39,,4464.9,0.0,3129.72,1082.86,252.28,,,,1166.63,142.7,6.47,,,,,438.38,19.87,,,,,,1166.63,,,,,,,,,,,,,,,
9703265,CL YANGZHOU,Bulk carrier,2022.0,EEDI (3.47 gCO₂/t·nm),monrovia,,,11/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,1380.03,,4368.73,0.0,1266.82,2918.17,183.74,,,,1172.4,96.16,1.94,,,,,304.41,6.15,,,,,,1172.4,,,,,,,,,,,,,,,
9703291,MSC OSCAR,Container ship,2022.0,EEDI (8.34 gCO₂/t·nm),Panama,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2968.95,,9288.88,0.0,5770.16,3139.32,379.4,,,,883.7,311.21,2.0,,,,,973.69,6.26,,,,,,883.7,,,,,,,,,,,,,,,
9703306,MSC OLIVER,Container ship,2022.0,EEDI (8.3 gCO₂/t·nm),Panama,,,04/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3276.98,,10340.75,0.0,6325.94,3606.8,408.02,,,,841.7,313.86,2.11,,,,,990.4,6.67,,,,,,841.7,,,,,,,,,,,,,,,
9703318,MSC ZOE,Container ship,2022.0,EEDI (8.34 gCO₂/t·nm),Panama,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2881.07,,8989.41,0.0,4743.74,3931.34,314.33,,,,865.8,327.41,2.21,,,,,1021.58,6.89,,,,,,865.8,,,,,,,,,,,,,,,
9703320,FRONT LEOPARD,Oil tanker,2022.0,EEDI (3.17 gCO₂/t·nm),Majuro,,IC,28/02/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2801.99,,8864.93,1375.28,3367.17,3286.36,836.12,,,,1886.28,143.33,1.95,,,,,453.47,6.16,,,,,0.0,1886.28,0.0,,,,,,,,,,,,,,
9703332,FRONT JAGUAR,Oil tanker,2022.0,EEDI (3.06 gCO₂/t·nm),Majuro,,IC,28/02/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3864.45,,12234.13,2538.51,1595.25,6894.91,1205.46,,,,2791.4,128.63,1.74,,,,,407.22,5.51,,,,,0.0,2791.4,0.0,,,,,,,,,,,,,,
9703411,CL CONTIGO,Bulk carrier,2022.0,EEDI (4.56 gCO₂/t·nm),ANTWERPEN,,,21/05/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2590.5,2290.2,8193.45,298.5,2717.22,4523.89,653.86,,,7233.78,2955.2,74.45,2.54,,,,,235.47,8.02,,,,,,2955.2,,68.71,2.24,,,,,217.04,7.08,,,,,,
9703423,WESTERN PARIS,Bulk carrier,2022.0,EEDI (4.58 gCO₂/t·nm),Manila,Manila,,07/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,857.61,746.93,2671.73,0.0,323.87,2326.39,21.48,,,2326.39,1161.7,70.35,2.71,,,,,219.16,8.44,,,,,,1161.7,,69.11,2.36,,,,,215.25,7.35,,,,,,
9703514,GENTLE SEAS,Bulk carrier,2022.0,EEDI (3.89 gCO₂/t·nm),Monrovia,,,25/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,1624.29,1461.15,5102.78,0.0,2153.8,2469.51,443.46,,,4585.72,1649.06,93.67,2.37,,,,,294.28,7.44,,,,,,1649.06,,94.36,2.13,,,,,296.14,6.69,,,,,,
9703576,KENNADI,Bulk carrier,2022.0,EIV (4.08 gCO₂/t·nm),Majuro,,,30/06/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,938.09,,2936.31,605.13,826.4,1207.64,297.13,,,,822.0,91.86,3.32,,,,,287.54,10.41,,,,,,822.0,,,,,,,,,,,,,,,
9703588,MACKENZIE,Bulk carrier,2022.0,EIV (4.08 gCO₂/t·nm),Majuro,,,30/06/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,674.71,,2109.93,0.0,237.76,1733.86,138.31,,,,600.0,90.94,2.3,,,,,284.4,7.2,,,,,,600.0,,,,,,,,,,,,,,,
9703605,MP ULTRAMAX 2,Bulk carrier,2022.0,EEDI (3.92 gCO₂/t·nm),Singapore,Singapore,,30/04/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,1360.24,,4268.39,588.65,1435.4,1814.02,430.31,,,,1249.0,98.97,2.44,,,,,310.55,7.65,,,,,,1249.0,,,,,,,,,,,,,,,
9703813,BEN WYVIS,Bulk carrier,2022.0,EEDI (5.11 gCO₂/t·nm),Majuro,Marshall Islands,,15/05/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,60.02,,189.98,0.0,18.59,71.88,99.51,,,,18.8,320.96,12.35,,,,,1015.94,39.1,,,,,,18.8,,,,,,,,,,,,,,,
9703825,BEN RINNES,Bulk carrier,2022.0,EEDI (5.08 gCO₂/t·nm),MAJURO,MAJURO,,15/05/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,1153.83,,3665.03,540.11,1369.41,1221.35,534.15,,,,1291.41,78.52,4.83,,,,,249.41,15.35,,,,,,1291.41,,,,,,,,,,,,,,,
9703837,CORVETTE,Gas carrier,2022.0,EEDI (5.88 gCO₂/t·nm),NASSAU,NASSAU,,29/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,,,3934.09,3170.37,12259.93,604.85,5289.08,5685.62,680.42,,,9876.74,2433.5,122.73,6.79,,,,,382.46,21.15,,,,,,2433.5,,118.05,5.47,,,,,367.75,17.04,,,,,,
9704130,LE LYRIAL,Passenger ship,2022.0,EIV (21.8 gCO₂/t·nm),MATA UTU,,IC,27/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,,,2825.1,,9057.29,6074.31,1412.93,1089.47,480.58,,,,5319.95,81.91,,,,705.77,,262.61,,,,2262.71,,,5319.95,,,,,,,,,,,,,,,
9704441,ZOILO,Chemical tanker,2022.0,EEDI (4.5 gCO₂/t·nm),Valletta,Valletta,,27/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,1000.0,,3153.63,0.0,891.51,2168.5,93.62,,,,1143.0,73.87,6.31,,,,,232.96,19.9,,,,,,1143.0,,,,,,,,,,,,,,,
9704453,STI BLACK HAWK,Oil tanker,2022.0,EEDI (4.52 gCO₂/t·nm),Majuro,,,11/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,845.5,,2645.51,109.0,1169.97,1241.51,125.03,,,,889.46,80.88,2.13,,,,,253.06,6.66,,,,,,889.46,,,,,,,,,,,,,,,
9704465,STI PONTIAC,Oil tanker,2022.0,EEDI (4.46 gCO₂/t·nm),Majuro,,,19/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,3809.76,,11918.96,521.66,5824.59,4862.18,710.55,,,,4214.8,76.14,3.13,,,,,238.21,9.81,,,,,,4214.8,,,,,,,,,,,,,,,
9704477,STI SENECA,Chemical tanker,2022.0,EEDI (4.51 gCO₂/t·nm),Majuro,,,24/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,801.61,,2516.13,0.0,709.5,1605.72,200.93,,,,786.81,80.7,2.04,,,,,253.31,6.42,,,,,,786.81,,,,,,,,,,,,,,,
9704491,NAVIGATOR UMBRIO,Gas carrier,2022.0,EEDI (10.83 gCO₂/t·nm),Monrovia,,,14/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2802.9,,8773.39,0.0,3830.62,4316.97,625.81,,,,2583.7,84.82,16.82,,,,,265.49,52.65,,,,,,2583.7,,,,,,,,,,,,,,,
9704611,YM WHOLESOME,Container ship,2022.0,EEDI (9.18 gCO₂/t·nm),Hong Kong,,,16/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,6431.33,,20266.25,3655.33,971.65,14557.91,1081.37,,,,2095.22,260.1,2.38,,,,,819.63,7.51,,,,,,2095.22,,,,,,,,,,,,,,,
9704623,YM WELLNESS,Container ship,2022.0,EEDI (9.18 gCO₂/t·nm),Hong Kong,,,01/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,5730.87,,18057.97,2570.55,742.9,13934.88,809.65,,,,2243.7,240.51,2.15,,,,,757.85,6.79,,,,,,2243.7,,,,,,,,,,,,,,,
9704659,GFS GENESIS,Container ship,2022.0,EEDI (11.61 gCO₂/t·nm),SINGAPORE,,,23/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,6352.74,,19963.34,6943.86,4312.26,7308.51,1398.71,,,,2889.4,164.34,6.32,,,,,516.42,19.85,,,,,,2889.4,,,,,,,,,,,,,,,
9704738,TIAN FU,General cargo ship,2022.0,EEDI (5.51 gCO₂/t·nm),Hong Kong,,,18/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,915.77,,2853.31,0.0,1405.45,1401.4,46.46,,,,874.83,81.45,4.72,,2.14,,,253.79,14.71,,6.65,,,,874.83,,,,,,,,,,,,,,,
9704740,TIAN LU,General cargo ship,2022.0,EEDI (5.57 gCO₂/t·nm),monrovia,,,20/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,3018.0,,9401.68,1050.01,4373.13,3639.88,338.66,,,,2974.28,76.49,11.28,,2.01,,,238.28,35.14,,6.25,,,,2974.28,,,,,,,,,,,,,,,
9704752,TIAN SHOU,General cargo ship,2022.0,EEDI (5.56 gCO₂/t·nm),monrovia,,,20/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1623.99,,5101.18,417.6,2919.85,1557.18,206.54,,,,1596.18,82.29,2.72,,2.16,,,258.47,8.54,,6.78,,,,1596.18,,,,,,,,,,,,,,,
9704764,TIAN XI,General cargo ship,2022.0,EEDI (5.58 gCO₂/t·nm),Monrovia,,,18/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1956.59,,6106.66,345.09,2994.3,2410.52,356.75,,,,2004.15,79.66,3.56,,2.09,,,248.63,11.1,,6.53,,,,2004.15,,,,,,,,,,,,,,,
9704829,BBG KINDNESS,Bulk carrier,2022.0,EEDI (3.99 gCO₂/t·nm),MONROVIA,,,27/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,1906.89,,5980.29,50.09,2796.85,2946.28,187.09,,,,1773.5,96.81,2.19,,,,,303.63,6.88,,,,,,1773.5,,,,,,,,,,,,,,,
9704843,BBG LEADER,Bulk carrier,2022.0,EEDI (3.98 gCO₂/t·nm),MONROVIA,,,29/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,1111.64,,3478.1,0.0,288.87,2636.83,552.39,,,,858.38,111.79,3.65,,,,,349.76,11.41,,,,,,858.38,,,,,,,,,,,,,,,
9704855,STOCKHOLM EAGLE,Bulk carrier,2022.0,EEDI (3.98 gCO₂/t·nm),Majuro,,,03/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2607.71,,8151.36,139.34,2127.33,4941.53,943.16,,,,2026.67,104.98,1.98,,,,,328.15,6.19,,,,,,2026.67,,,,,,,,,,,,,,,
9704960,MSC LILY,Container ship,2022.0,EEDI (11.34 gCO₂/t·nm),MADEIRA,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,1179.0,,3671.41,0.0,0.0,3671.41,0.0,,,,242.6,265.84,4.31,,,,,827.83,13.43,,,,,,242.6,,,,,,,,,,,,,,,
9704972,MSC ELODIE,Container ship,2022.0,EEDI (10.89 gCO₂/t·nm),Madeira,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,14965.92,,46643.32,9992.95,16522.45,18168.33,1959.59,,,,3734.3,281.21,5.2,,,,,876.43,16.19,,,,,,3734.3,,,,,,,,,,,,,,,
9704984,MSC NAOMI,Container ship,2022.0,EEDI (10.75 gCO₂/t·nm),Madeira,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,14411.48,,44933.35,4902.0,16644.58,21325.35,2061.41,,,,2946.3,325.61,4.51,,,,,1015.21,14.05,,,,,,2946.3,,,,,,,,,,,,,,,
9704996,MSC JULIE,Container ship,2022.0,EEDI (10.92 gCO₂/t·nm),Madeira,,,18/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,8877.82,,27660.75,5685.68,10013.94,10557.15,1403.99,,,,2197.4,274.63,4.97,,,,,855.68,15.48,,,,,,2197.4,,,,,,,,,,,,,,,
9705005,MSC CATERINA,Container ship,2022.0,EEDI (11 gCO₂/t·nm),Madeira,,,06/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,10906.06,,34035.26,7608.53,17140.72,7163.19,2122.83,,,,2460.6,323.07,4.6,,,,,1008.22,14.36,,,,,,2460.6,,,,,,,,,,,,,,,
9705067,CMA CGM TIGRIS,Container ship,2022.0,EEDI (11.07 gCO₂/t·nm),,,,26/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,2059.9,1966.4,6421.99,804.54,822.59,4498.11,296.75,,,6125.24,504.32,249.68,3.2,,,,,778.42,9.99,,,,,,504.32,,238.35,3.06,,,,,742.45,9.52,,,,,,
9705081,CMA CGM VOLGA,Container ship,2022.0,EEDI (10.84 gCO₂/t·nm),VALLETTA,,,16/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1974.1,1734.1,6217.95,1118.74,2505.3,1824.87,769.03,,,5448.92,837.78,243.48,3.93,,,,,766.89,12.39,,,,,,837.78,,213.88,3.46,,,,,672.04,10.86,,,,,,
9705134,COURAGEOUS,Bulk carrier,2022.0,EEDI (2.42 gCO₂/t·nm),Hong Kong,,,25/05/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2067.6,1483.8,6526.78,294.11,1694.34,4384.76,153.57,,,4678.87,1586.2,125.8,1.42,,,,,397.13,4.48,,,,,,1586.2,,118.71,1.02,,,,,374.34,3.21,,,,,,
9705146,NORDULTRA,Bulk carrier,2022.0,EEDI (3.86 gCO₂/t·nm),Madeira,,,22/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,181.46,77.92,575.46,0.0,40.33,243.52,291.62,,,243.51,69.7,154.43,6.2,,,,,489.75,19.65,,,,,,69.7,,80.0,2.66,,,,,250.01,8.32,,,,,,
9705158,NORDSUN,Bulk carrier,2022.0,EEDI (3.86 gCO₂/t·nm),Madeira,,,23/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,,,487.61,385.03,1523.76,0.0,307.14,1203.14,13.47,,,1203.15,391.8,98.97,2.36,,,,,309.27,7.38,,,,,,391.8,,106.39,1.86,,,,,332.45,5.83,,,,,,
9705287,NIGHTINGALE ISLAND,Bulk carrier,2022.0,EEDI (3.85 gCO₂/t·nm),"Hong Kong, China","Hong Kong, China",,19/04/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,438.71,416.01,1372.61,0.0,27.54,1299.85,45.23,,,1299.84,410.8,92.2,2.0,,,,,288.48,6.27,,,,,,410.8,,90.1,1.9,,,,,281.53,5.94,,,,,,
9705330,VANNA,Bulk carrier,2022.0,EEDI (3.97 gCO₂/t·nm),,,,08/05/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,425.54,,1343.87,0.0,361.0,313.0,670.0,,,,198.0,206.27,8.16,,,,,651.42,25.76,,,,,,198.0,,,,,,,,,,,,,,,
9705342,BBG NOVA,Bulk carrier,2022.0,EEDI (3.94 gCO₂/t·nm),MONROVIA,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,1598.17,,5007.88,195.82,3154.46,1602.35,55.23,,,,1558.7,84.53,1.82,,,,,264.88,5.7,,,,,,1558.7,,,,,,,,,,,,,,,
9705366,ASTREA,Bulk carrier,2022.0,EEDI (3.56 gCO₂/t·nm),Majuro,,,26/06/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1624.32,,5075.0,271.09,1065.8,3632.97,105.15,,,,1432.68,97.33,1.93,,,,,304.09,6.02,,,,,,1432.68,,,,,,,,,,,,,,,
9705421,AMIS ELEGANCE,Bulk carrier,2022.0,EEDI (4.29 gCO₂/t·nm),PANAMA,,,31/05/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,Yes,,,,1142.9,,3622.1,850.09,1157.06,1528.11,86.85,,,,1322.3,76.71,2.17,,,,,243.1,6.87,,,,,,1322.3,,,,,,,,,,,,,,,
9705641,MUREX,LNG carrier,2022.0,EEDI (3.17 gCO₂/t·nm),Nassau,,,06/03/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,4507.23,2485.27,12640.58,0.0,5261.82,6932.5,446.25,,,6932.5,1450.36,217.88,,2.61,,,,611.04,,7.31,,,,,1450.36,,236.83,,1.44,,,,660.62,,4.01,,,,,
9705720,CHEM HOUSTON,Chemical tanker,2022.0,EEDI (7.43 gCO₂/t·nm),Monrovia,,,27/04/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,2066.0,,6482.1,1227.0,2990.0,1935.54,329.0,,,,2645.0,60.08,4.15,,,,,188.51,13.01,,,,,,2645.0,,,,,,,,,,,,,,,
