imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9389514,HELENE MAERSK,Other ship types,2022.0,EIV (2.88 gCO₂/t·nm),Singapore,,,08/03/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,3479.25,1310.95,10975.96,4581.16,1072.39,1527.52,3794.87,,,4098.93,2550.45,115.44,6.73,,,,,364.18,21.24,,,,,,2550.45,,73.4,2.54,,,,,229.51,7.93,,,,,,
9389526,HENNING MAERSK,Chemical tanker,2022.0,EIV (8.89 gCO₂/t·nm),SVENDBORG,,,15/03/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,2666.22,1157.78,8388.67,2237.17,2265.55,2306.33,1613.03,,,3628.78,2841.65,92.67,6.34,,,,,291.58,19.93,,,,,,2841.65,,78.77,2.75,,,,,246.89,8.62,,,,,,
9389564,ATHINA,Oil tanker,2022.0,EIV (5.02 gCO₂/t·nm),MONROVIA,,,02/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,1611.26,,5059.81,977.05,3144.16,456.56,482.03,,,,1296.5,117.94,2.62,,,,,370.35,8.22,,,,,,1296.5,,,,,,,,,,,,,,,
9389679,ACE,Oil tanker,2022.0,EIV (4.36 gCO₂/t·nm),Majuro,,,28/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,2617.11,,8269.49,0.0,2786.03,2666.17,2817.29,,,,1415.2,192.19,4.64,,,,,607.27,14.66,,,,,,1415.2,,,,,,,,,,,,,,,
9389708,ZIM MONACO,Container ship,2022.0,EIV (19.46 gCO₂/t·nm),Valletta,,,06/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,12551.47,,39605.92,4476.47,17798.3,16216.09,1115.05,,,,4015.75,193.58,7.51,,,,,610.84,23.69,,,,,,4015.75,,,,,,,,,,,,,,,
9389813,SANTA MARIA,Bulk carrier,2022.0,EIV (4.91 gCO₂/t·nm),MONROVIA,,IC,30/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,,,1464.9,1272.6,4640.28,0.0,3869.62,667.17,103.48,,,4031.91,1196.24,106.56,2.02,,,,,337.55,6.4,,,,,,1196.24,,120.09,1.76,,,,,380.48,5.56,,,,,,
9389851,GULF CORAL,Oil tanker,2022.0,EIV (5.34 gCO₂/t·nm),Nassau,Nassau,,23/02/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,1971.7,,6161.94,0.0,2766.48,2724.53,670.92,,,,2230.0,128.63,3.0,,,,,402.01,9.37,,,,,,2230.0,,,,,,,,,,,,,,,
9389863,GULF CRYSTAL,Oil tanker,2022.0,EIV (5.34 gCO₂/t·nm),Nassau,Nassau,,23/02/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,1344.5,,4204.81,11.22,1740.39,2147.66,305.53,,,,979.6,116.94,1.91,,,,,365.73,5.97,,,,,,979.6,,,,,,,,,,,,,,,
9389899,ATLANTAS,Oil tanker,2022.0,EIV (2.75 gCO₂/t·nm),Monrovia,,,07/06/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,2055.72,,6447.69,0.0,3352.95,2365.71,729.04,,,,666.5,243.48,2.23,,,,,763.67,7.0,,,,,,666.5,,,,,,,,,,,,,,,
9389930,AFRICAN QUEEN,Bulk carrier,2022.0,EIV (4.8 gCO₂/t·nm),Majuro,Majuro,,26/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,1000.36,,3160.84,756.33,934.39,1168.03,302.09,,,,761.07,111.73,5.32,,,,,353.05,16.81,,,,,,761.07,,,,,,,,,,,,,,,
9389966,ALEXIA,Oil tanker,2022.0,EIV (3.97 gCO₂/t·nm),Majuro,,,11/04/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,4533.35,2128.05,14363.79,1061.49,5379.07,5673.75,2249.47,,,6735.24,3572.32,141.53,3.35,,,,,448.44,10.6,,,,,,3572.32,,133.51,1.57,,,,,422.57,4.97,,,,,,
9390161,JAG AANCHAL,Oil tanker,2022.0,EIV (5.58 gCO₂/t·nm),Mumbai,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2290.18,,7203.06,160.94,5596.76,934.55,510.81,,,,1645.5,121.41,2.29,,,,,381.85,7.21,,,,,,1645.5,,,,,,,,,,,,,,,
9390185,GASLOG CHELSEA,LNG carrier,2022.0,EIV (6.98 gCO₂/t·nm),Hamilton,,,21/03/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4606.56,2313.34,13366.78,0.0,6533.82,6455.04,377.93,,,6455.04,1254.3,308.34,,5.47,,,,894.7,,15.88,,,,,1254.3,,274.03,,2.75,,,,764.63,,7.67,,,,,
9390367,MARTIN I SOLER,Ro-pax ship,2022.0,EIV (18 gCO₂/t·nm),Santa Cruz de Tenerife,,,12/05/2023,30/06/2024,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,15288.22,,47702.22,42918.09,1384.95,1261.16,2137.98,8004.74,37559.5,,5730.15,161.93,,,,309.95,144.6,505.26,,,,966.09,450.65,,5730.15,,,,,,,,,,,,,,,
9390472,JSP BORA,Container ship,2022.0,EIV (30.34 gCO₂/t·nm),,St. John's,IC,12/04/2023,30/06/2024,,Swiss Climate EcoCare GmbH,Deutsche Akkreditierungsstelle GmbH,"Steinhöft 11, 20459",Hamburg,D-VS-20810-01,Germany,Yes,,,,1907.02,,6004.45,1522.08,2804.09,1433.23,245.05,,,,1916.46,93.9,14.68,,,,,295.66,46.22,,,,,,1916.46,,,,,,,,,,,,,,,
9390587,KEROS VOYAGER,Oil tanker,2022.0,EIV (7.93 gCO₂/t·nm),Monrovia,Monrovia,,29/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,2735.67,1631.5,8619.78,1607.17,1404.66,3501.33,2106.63,,,5108.5,1154.06,199.03,2.76,,,,,627.12,8.71,,,,,,1154.06,,158.24,1.65,,,,,495.49,5.16,,,,,,
9390769,TORM LENE,Oil tanker,2022.0,EIV (7.13 gCO₂/t·nm),COPENHAGEN,,IA Supper,24/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2061.09,,6450.48,2369.39,1948.13,1388.19,744.77,,,,1629.8,107.5,4.12,,,,,336.44,12.89,,,,,0.0,1629.8,0.0,,,,,,,,,,,,,,
9390812,MEDKON NLS,Container ship,2022.0,EIV (38.67 gCO₂/t·nm),,,,15/05/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,,,1431.71,69.4,4523.02,102.78,1881.63,2327.91,210.7,,,218.99,2487.83,71.56,20.6,,,,,226.06,65.08,,,,,,2487.83,,63.99,1.0,,,,,201.92,3.15,,,,,,
9390824,LUCY BORCHARD,Container ship,2022.0,EIV (30.81 gCO₂/t·nm),St. John`s,,,18/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,4775.9,,14889.66,11808.37,1276.01,1224.64,580.64,,,,5614.02,60.68,21.16,,,,,189.19,65.98,,,,,,5614.02,,,,,,,,,,,,,,,
9390991,GOLFSTRAUM,Chemical tanker,2022.0,EIV (15.44 gCO₂/t·nm),Bergen,,IA Supper,02/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3435.0,,11012.61,7941.26,1373.77,776.17,921.4,,,,5967.98,56.73,15.69,,,,,181.87,50.3,,,,,0.0,5967.98,0.0,,,,,,,,,,,,,,
9391000,RYSTRAUM,Chemical tanker,2022.0,EIV (15.43 gCO₂/t·nm),Bergen,,IA Supper,02/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2705.84,,8674.92,5661.7,1290.7,1003.35,719.17,,,,4356.48,59.16,15.21,,,,,189.66,48.76,,,,,0.0,4356.48,0.0,,,,,,,,,,,,,,
9391036,MANISA BALU,General cargo ship,2022.0,EIV (17.3 gCO₂/t·nm),Valletta,,,30/04/2023,30/06/2024,,Swiss Climate EcoCare GmbH,Deutsche Akkreditierungsstelle GmbH,"Steinhöft 11, 20459",Hamburg,D-VS-20810-01,Germany,Yes,,,,1364.52,,4294.91,1663.01,1461.07,776.65,394.17,,,,3388.45,46.08,,,8.92,,,145.04,,,28.09,,,,3388.45,,,,,,,,,,,,,,,
9391282,KRITI RUBY,Chemical tanker,2022.0,EIV (5.91 gCO₂/t·nm),Piraeus,,,16/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,3016.2,,9549.55,941.31,4109.76,3634.21,864.28,,,,2893.5,124.41,5.58,,,,,393.89,17.68,,,,,,2893.5,,,,,,,,,,,,,,,
9391311,KRITI JADE,Chemical tanker,2022.0,EIV (5.92 gCO₂/t·nm),Piraeus,Piraeus,,16/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,3677.3,,11620.37,1560.26,3756.99,5083.54,1219.58,,,,4162.2,153.13,6.1,,,,,483.88,19.27,,,,,,4162.2,,,,,,,,,,,,,,,
9391361,CAPE GAVI,Chemical tanker,2022.0,EEDI (6.41 gCO₂/t·nm),MONROVIA,MONROVIA,,22/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,1978.64,844.44,6207.63,970.87,2327.13,1679.93,1229.69,,,2638.53,1491.73,106.69,6.68,,,,,334.71,20.96,,,,,,1491.73,,80.0,2.85,,,,,249.98,8.91,,,,,,
9391373,CONTI BENGUELA,Chemical tanker,2022.0,EIV (7.13 gCO₂/t·nm),MONROVIA,,,14/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4459.01,2286.64,14137.79,8569.05,1283.14,2212.84,2072.73,,,7238.53,3640.7,116.43,6.43,,,,,369.15,20.37,,,,,,3640.7,,99.58,3.3,,,,,315.22,10.43,,,,,,
9391385,LADYBUG,Chemical tanker,2022.0,EIV (6.22 gCO₂/t·nm),Monrovia,Monrovia,,05/05/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,,Yes,,,3075.04,,9687.07,981.54,4882.14,3099.79,723.59,,,,2575.7,112.44,6.61,,,,,354.21,20.82,,,,,,2575.7,,,,,,,,,,,,,,,
9391397,CONTI GREENLAND,Chemical tanker,2022.0,EIV (7.13 gCO₂/t·nm),MONROVIA,,,14/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4097.09,2390.35,12964.81,5216.85,3626.76,2511.57,1609.62,,,7555.62,3956.4,100.06,5.37,,,,,316.63,16.99,,,,,,3956.4,,88.74,3.13,,,,,280.51,9.9,,,,,,
9391402,CAPE GUINEA,Chemical tanker,2022.0,EEDI (3.76 gCO₂/t·nm),Majuro,Majuro,,15/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,2717.95,1652.28,8508.3,2460.83,2484.82,2113.28,1449.37,,,5152.42,2496.2,92.48,4.4,,,,,289.49,13.79,,,,,,2496.2,,76.64,2.68,,,,,238.99,8.35,,,,,,
9391414,NORDIC HUMBOLDT,Chemical tanker,2022.0,EIV (7.14 gCO₂/t·nm),MONROVIA,,,22/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3238.48,1892.84,10248.11,1956.8,3738.54,3907.17,645.61,,,5988.42,2480.8,122.56,7.56,,,,,387.83,23.94,,,,,,2480.8,,122.87,4.42,,,,,388.72,13.99,,,,,,
9391517,OCEAN PRINCESS I,Chemical tanker,2022.0,EIV (6.89 gCO₂/t·nm),Majuro,,,30/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,2236.25,1782.2,7043.54,1184.0,2044.0,3280.0,534.0,,,5607.06,1696.0,111.81,3.95,,,,,352.16,12.43,,,,,,1696.0,,103.25,3.15,,,,,324.84,9.9,,,,,,
9391567,GENTLE LEADER,Vehicle carrier,2022.0,EIV (18.55 gCO₂/t·nm),Nassau,,,06/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1652.0,,5221.22,587.25,3729.72,579.48,324.77,,,,797.66,136.15,21.02,,,,,430.3,66.43,,,,,,797.66,,,,,,,,,,,,,,,
9391579,SERENITY ACE,Vehicle carrier,2022.0,EIV (18.55 gCO₂/t·nm),Nassau,,,06/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2117.1,,6685.04,1279.02,4652.21,612.06,141.75,,,,1157.8,130.1,69.42,,,,,410.81,219.19,,,,,,1157.8,,,,,,,,,,,,,,,
9391593,RCC EUROPE,Vehicle carrier,2022.0,EIV (18.53 gCO₂/t·nm),Nassau,,,06/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3372.4,,10651.6,0.0,8593.82,1805.16,252.63,,,,1622.27,130.29,28.32,,,,,411.51,89.43,,,,,,1622.27,,,,,,,,,,,,,,,
9391646,SQUIRESHIP,Bulk carrier,2022.0,EIV (3.3 gCO₂/t·nm),Monrovia,,,26/05/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,1059.71,,3309.31,0.0,1525.16,1655.59,128.56,,,,625.5,170.84,3.72,,,,,533.49,11.63,,,,,,625.5,,,,,,,,,,,,,,,
9391945,EMERALD,Oil tanker,2022.0,EIV (6.41 gCO₂/t·nm),Valletta,Valletta,,11/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,Yes,,4798.52,,15099.03,7553.06,1454.98,1428.23,4662.76,,,,4308.3,144.8,8.95,,,,,455.63,28.18,,,,,,4308.3,,,,,,,,,,,,,,,
9391957,ZAPPHIRE,Oil tanker,2022.0,EIV (6.41 gCO₂/t·nm),Valletta,Valletta,,11/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,Yes,,4829.4,,15170.2,6918.49,2274.39,2862.46,3114.88,,,,4231.37,147.24,9.29,,,,,462.53,29.18,,,,,,4231.37,,,,,,,,,,,,,,,
9391969,MAY,Bulk carrier,2022.0,EIV (3.86 gCO₂/t·nm),Majuro,,,30/06/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,949.34,,2995.36,634.46,1156.12,982.44,222.35,,,,1156.0,74.05,2.73,,,,,233.63,8.63,,,,,,1156.0,,,,,,,,,,,,,,,
9391971,KAVALA,Bulk carrier,2022.0,EIV (5.37 gCO₂/t·nm),MONROVIA,MONROVIA,,08/04/2023,30/06/2024,,Korean Register,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,1810.34,,5658.9,284.04,1904.15,3308.07,162.64,,,,1516.95,102.95,2.43,,,,,321.82,7.59,,,,,,1516.95,,,,,,,,,,,,,,,
9392078,DINO,General cargo ship,2022.0,EIV (6 gCO₂/t·nm),Panama,,,05/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,976.19,,3084.1,213.53,860.5,1923.66,86.41,,,,1573.3,77.11,,,4.22,,,243.61,,,13.34,,,,1573.3,,,,,,,,,,,,,,,
9392080,INUYAMA,General cargo ship,2022.0,EIV (10.29 gCO₂/t·nm),PANAMA,,,14/02/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,,Yes,,257.0,,812.19,0.0,137.99,647.59,26.61,,,,414.6,51.28,19.86,,,,,162.05,62.77,,,,,,414.6,,,,,,,,,,,,,,,
9392107,ADAROSE,General cargo ship,2022.0,EIV (11.01 gCO₂/t·nm),Monrovia,,,26/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1244.08,,3941.25,718.48,2040.74,855.22,326.81,,,,2966.64,40.32,,,5.66,,,127.74,,,17.93,,,,2966.64,,,,,,,,,,,,,,,
9392119,MELOI,General cargo ship,2022.0,EIV (6.01 gCO₂/t·nm),Panama,,,22/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1052.94,,3325.78,384.25,1198.57,1459.68,283.26,,,,1327.65,74.42,,,3.19,,,235.07,,,10.09,,,,1327.65,,,,,,,,,,,,,,,
9392133,AURELIA,Bulk carrier,2022.0,EIV (7.34 gCO₂/t·nm),Majuro,,,21/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,1531.81,,4853.47,395.0,1503.0,2707.0,249.0,,,,2435.0,68.98,5.18,,,,,218.56,16.42,,,,,,2435.0,,,,,,,,,,,,,,,
9392183,SIGRID THERESA,Chemical tanker,2022.0,EIV (16.05 gCO₂/t·nm),KØBENHAVN,,,26/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,Yes,,,2114.59,1301.41,6695.58,1547.96,2508.13,1286.39,1353.09,,,4110.8,3682.63,56.82,13.77,,,,,179.91,43.61,,,,,,3682.63,,44.24,8.48,,,,,139.75,26.77,,,,,,
9392236,EPIC MANHATTAN,Gas carrier,2022.0,EIV (15.94 gCO₂/t·nm),Singapore,Singapore,,14/06/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,2121.0,,6652.64,596.0,3383.0,2402.0,271.0,,,,3662.0,56.78,20.72,,,,,178.1,64.99,,,,,,3662.0,,,,,,,,,,,,,,,
9392250,CHELSEA,Gas carrier,2022.0,EIV (15.89 gCO₂/t·nm),Singapore,NA,,29/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,2110.12,1002.85,6607.73,1171.82,2612.44,2395.07,428.4,,,3133.13,2604.8,61.73,37.38,,,,,193.31,117.06,,,,,,2604.8,,54.38,17.77,,,,,169.88,55.51,,,,,,
9392315,KRITI ROCK,Oil tanker,2022.0,EIV (6.4 gCO₂/t·nm),Monrovia,,,15/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,5015.2,,15929.69,6100.47,2659.7,5329.69,1839.83,,,,5913.2,119.77,5.13,,,,,380.41,16.29,,,,,,5913.2,,,,,,,,,,,,,,,
9392327,CARONI PLAIN,Chemical tanker,2022.0,EIV (7.21 gCO₂/t·nm),HONG KONG,,,20/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,,Yes,,3697.81,,11699.52,2357.03,4640.82,3769.18,932.49,,,,3532.4,79.33,4.32,,,,,250.99,13.68,,,,,,3532.4,,,,,,,,,,,,,,,
9392353,MERCURY LEADER,Vehicle carrier,2022.0,EIV (22.58 gCO₂/t·nm),TOKYO,,,05/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,,Yes,,89.0,,281.85,0.0,94.57,164.52,22.76,,,,133.72,77.87,18.29,,,,,246.59,57.94,,,,,,133.72,,,,,,,,,,,,,,,
9392377,ARGENT SUNRISE,Chemical tanker,2022.0,EIV (8.09 gCO₂/t·nm),PANAMA,,,20/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,Yes,,,792.9,,2477.01,93.62,0.0,2336.58,46.81,,,,842.92,73.55,2.48,,,,,229.76,7.73,,,,,,842.92,,,,,,,,,,,,,,,
9392391,JOSE PROGRESS,Chemical tanker,2022.0,EIV (6.83 gCO₂/t·nm),Panama,,,21/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,5739.7,,17969.82,231.31,6524.93,10318.77,894.81,,,,4520.31,95.99,3.67,,,,,300.53,11.48,,,,,,4520.31,,,,,,,,,,,,,,,
9392432,SEADUTY,Bulk carrier,2022.0,EIV (4.46 gCO₂/t·nm),Majuro,,,28/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,,Yes,Yes,,2634.26,,8228.38,0.0,3529.44,4279.79,398.98,,,,2658.97,87.51,2.36,,,,,273.35,7.36,,,,,,2658.97,,,,,,,,,,,,,,,
